annotation_id,comparison_id,dataset,dataset_name,query_id,blind_system,hidden_method,query_text,reference_answer,model_answer,selected_doc_ids,selected_document_text,answer_f1,answer_coverage,semantic_similarity,total_tokens,rating,grounding_error,notes
asqa_12_systemc,asqa_12,asqa,ASQA,asqa_127,System C,TACER,Who acted as harley quinn in suicide squad?,"In the 2016 American superhero film Suicide Squad, fictional character Harley Quinn is portrayed by actress Margot Robbie. This character role is however voiced by Tara Strong in the 2018 adult animated superhero film Suicide Squad: Hell to Pay. In the most recent 2021 Suicide Squad film, Margot Robbie reprising her role as Harley Quinn.","Based on the provided documents, the answer to the question ""Who acted as Harley Quinn in Suicide Squad?"" is Margot Robbie. This information is found in Document 2.","[""asqa_d62b1c08cf10bb94"", ""asqa_c8b99996c9087877"", ""asqa_86ad4e6205378f47""]","[1] asqa_d62b1c08cf10bb94: The Suicide Squad (film). The Suicide Squad is a 2021 American superhero film based on DC Comics featuring the team Suicide Squad.

[2] asqa_c8b99996c9087877: Suicide Squad (film). The film's mid-credit scene leads to the 2017 film ""Justice League"". After the release and financial success of ""Suicide Squad"", Warner Bros. and DC Films announced multiple films being developed featuring Margot Robbie reprising her role as Harley Quinn, including: ""Suicide Squad 2"", ""Gotham City Sirens"", ""Birds of Prey"", and an untitled film centered around Quinn and the Joker. Various sources report that the studios plan on featuring the anti-heroine in a trilogy of films for the character's first story-arc.

[3] asqa_86ad4e6205378f47: Suicide Squad (film). Suicide Squad is a 2016 American superhero film based on the DC Comics supervillain team of the same name.",0.385542,0.333333,0.779544,360,,,
asqa_13_systema,asqa_13,asqa,ASQA,asqa_73,System A,Adaptive-k,What is the name of bangalore city railway station?,"South Bangalore City railway station, officially Krantivira Sangolli Rayanna Benguluru Rilway Station also known as Bengaluru City railway station is the main railway station serving the city of Bangalore, Karnataka, India.","The name of Bangalore city railway station is Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station.","[""asqa_a4e20c33912e18b8"", ""asqa_65d823876df9cb1b"", ""asqa_d2378803a12f6769"", ""asqa_db85be64b1b1f4c0"", ""asqa_b9b5a76f81a6b3c5"", ""asqa_5f71a30403c18320""]","[1] asqa_a4e20c33912e18b8: Bangalore City railway station. Bangalore City Railway Station, officially Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station (2014–2016),[1] (station code: SBC[2]) is the main railway station serving the city of Bangalore, Karnataka, India.

[2] asqa_65d823876df9cb1b: Great Fire of London. The fire gutted the medieval City of London inside the old Roman city wall.

[3] asqa_d2378803a12f6769: Toronto. Toronto (/təˈrɒntoʊ/ (About this soundlisten)) is the capital city of the Canadian province of Ontario.

[4] asqa_db85be64b1b1f4c0: The New York Rangers are a professional ice hockey team based in New York City.

[5] asqa_b9b5a76f81a6b3c5: Gossip Girl (novel series). Gossip Girl is an American young adult novel series written by Cecily von Ziegesar and published by Little, Brown and Company, a subsidiary of the Hachette Group. The series revolves around the lives and romances of the privileged socialite teenagers at the Constance Billard School for Girls, an elite private school in New York City's Upper East Side. The books primarily focus on best friends Blair Waldorf and Serena van der Woodsen, whose experiences are among those chronicled by the eponymous gossip blogger. The novel series is based on the author's experiences at Nightingale-Bamford School and on what she heard from friends.

[6] asqa_5f71a30403c18320: Great Fire of London. The Great Fire started at the bakery (or baker's house) of Thomas Farriner (or Farynor) on Pudding Lane shortly after midnight on Sunday, 2 September, and spread rapidly west across the City of London. The major firefighting technique of the time was to create firebreaks by means of demolition; this was critically delayed owing to the indecisiveness of Lord Mayor of London Sir Thomas Bloodworth. By the time large-scale demolitions were ordered on Sunday night, the wind had already fanned the bakery fire into a firestorm that defeated such measures. The fire pushed north on Monday into the heart of the City.",0.705882,0.636364,0.904393,653,,,
asqa_13_systemb,asqa_13,asqa,ASQA,asqa_73,System B,Fixed Top-10,What is the name of bangalore city railway station?,"South Bangalore City railway station, officially Krantivira Sangolli Rayanna Benguluru Rilway Station also known as Bengaluru City railway station is the main railway station serving the city of Bangalore, Karnataka, India.","The name of Bangalore city railway station is Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station.","[""asqa_a4e20c33912e18b8"", ""asqa_65d823876df9cb1b"", ""asqa_d2378803a12f6769"", ""asqa_db85be64b1b1f4c0"", ""asqa_b9b5a76f81a6b3c5"", ""asqa_5f71a30403c18320"", ""asqa_86ad4e6205378f47"", ""asqa_d618021f1aeb2c9d"", ""asqa_107cfb2433d1dd1c"", ""asqa_71e60d67bca772c4""]","[1] asqa_a4e20c33912e18b8: Bangalore City railway station. Bangalore City Railway Station, officially Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station (2014–2016),[1] (station code: SBC[2]) is the main railway station serving the city of Bangalore, Karnataka, India.

[2] asqa_65d823876df9cb1b: Great Fire of London. The fire gutted the medieval City of London inside the old Roman city wall.

[3] asqa_d2378803a12f6769: Toronto. Toronto (/təˈrɒntoʊ/ (About this soundlisten)) is the capital city of the Canadian province of Ontario.

[4] asqa_db85be64b1b1f4c0: The New York Rangers are a professional ice hockey team based in New York City.

[5] asqa_b9b5a76f81a6b3c5: Gossip Girl (novel series). Gossip Girl is an American young adult novel series written by Cecily von Ziegesar and published by Little, Brown and Company, a subsidiary of the Hachette Group. The series revolves around the lives and romances of the privileged socialite teenagers at the Constance Billard School for Girls, an elite private school in New York City's Upper East Side. The books primarily focus on best friends Blair Waldorf and Serena van der Woodsen, whose experiences are among those chronicled by the eponymous gossip blogger. The novel series is based on the author's experiences at Nightingale-Bamford School and on what she heard from friends.

[6] asqa_5f71a30403c18320: Great Fire of London. The Great Fire started at the bakery (or baker's house) of Thomas Farriner (or Farynor) on Pudding Lane shortly after midnight on Sunday, 2 September, and spread rapidly west across the City of London. The major firefighting technique of the time was to create firebreaks by means of demolition; this was critically delayed owing to the indecisiveness of Lord Mayor of London Sir Thomas Bloodworth. By the time large-scale demolitions were ordered on Sunday night, the wind had already fanned the bakery fire into a firestorm that defeated such measures. The fire pushed north on Monday into the heart of the City.

[7] asqa_86ad4e6205378f47: Suicide Squad (film). Suicide Squad is a 2016 American superhero film based on the DC Comics supervillain team of the same name.

[8] asqa_d618021f1aeb2c9d: Anne of Green Gables (1985 film). Anne of Green Gables is a 1985 Canadian made-for-television drama film based on the 1908 novel of the same name by Canadian author Lucy Maud Montgomery, and is the first in a series of four films.

[9] asqa_107cfb2433d1dd1c: Piccadilly Circus. Piccadilly Circus is a road junction and public space of London's West End in the City of Westminster.

[10] asqa_71e60d67bca772c4: The Notebook (novel). The Notebook is a 1996 romantic novel by American novelist Nicholas Sparks. The novel was later adapted into a popular film of the same name, in 2004.",0.705882,0.636364,0.904393,882,,,
asqa_13_systemc,asqa_13,asqa,ASQA,asqa_73,System C,TACER,What is the name of bangalore city railway station?,"South Bangalore City railway station, officially Krantivira Sangolli Rayanna Benguluru Rilway Station also known as Bengaluru City railway station is the main railway station serving the city of Bangalore, Karnataka, India.","The name of Bangalore city railway station is Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station or Bangalore City railway station. The station code is SBC.","[""asqa_a4e20c33912e18b8"", ""asqa_65d823876df9cb1b"", ""asqa_d2378803a12f6769""]","[1] asqa_a4e20c33912e18b8: Bangalore City railway station. Bangalore City Railway Station, officially Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station (2014–2016),[1] (station code: SBC[2]) is the main railway station serving the city of Bangalore, Karnataka, India.

[2] asqa_65d823876df9cb1b: Great Fire of London. The fire gutted the medieval City of London inside the old Roman city wall.

[3] asqa_d2378803a12f6769: Toronto. Toronto (/təˈrɒntoʊ/ (About this soundlisten)) is the capital city of the Canadian province of Ontario.",0.754098,0.636364,0.881565,332,,,
asqa_14_systema,asqa_14,asqa,ASQA,asqa_111,System A,TACER,Who played matt brody on the original baywatch?,"In the American action drama television series known as Baywatch, the character Matt Brody is portrayed by David Charvet. In the 2017 film version of the tv series, Matt Brody is played by Zac Efron.","The actor who played Matt Brody on the original Baywatch television series was David Charvet. The evidence for this comes from Document 2, which mentions ""...David Charvet as Matt Brody"" in the context of the Baywatch television series. 

Note that Document 1 mentions Zac Efron as Matt Brody, but this refers to the 2017 film, not the original television series.","[""asqa_21c22acd2b502b85"", ""asqa_8cc117bbe0648f83"", ""asqa_5f81a333d4f263b2""]","[1] asqa_21c22acd2b502b85: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann...Zac Efron as Matt Brody

[2] asqa_8cc117bbe0648f83: Baywatch. Baywatch is an American action drama television series about lifeguards who patrol the beaches of Los Angeles County, California and Hawaii, starring David Hasselhoff. ...David Charvet as Matt Brody

[3] asqa_5f81a333d4f263b2: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann.",0.463158,0.615385,0.919991,376,,,
asqa_14_systemb,asqa_14,asqa,ASQA,asqa_111,System B,Adaptive-k,Who played matt brody on the original baywatch?,"In the American action drama television series known as Baywatch, the character Matt Brody is portrayed by David Charvet. In the 2017 film version of the tv series, Matt Brody is played by Zac Efron.",The evidence suggests that David Charvet played Matt Brody on the original Baywatch television series. This information is found in Document 2.,"[""asqa_21c22acd2b502b85"", ""asqa_8cc117bbe0648f83"", ""asqa_5f81a333d4f263b2"", ""asqa_87ecbcb36d86e92f"", ""asqa_a9264c8530f98a81"", ""asqa_795dd5a2a5d5ff76"", ""asqa_86beea65212260ee""]","[1] asqa_21c22acd2b502b85: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann...Zac Efron as Matt Brody

[2] asqa_8cc117bbe0648f83: Baywatch. Baywatch is an American action drama television series about lifeguards who patrol the beaches of Los Angeles County, California and Hawaii, starring David Hasselhoff. ...David Charvet as Matt Brody

[3] asqa_5f81a333d4f263b2: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann.

[4] asqa_87ecbcb36d86e92f: Canadian Open (tennis). The event was played on clay until 1979 when it switched permanently to hard courts. Both the men's and women's tournaments were played as a single combined tournament at the National Tennis Centre in Toronto until 1981, when the men's tournament was played at the Jarry Park Stadium in Montreal for the first time. Similarly 1982 was the first year in which the women's tournament was played in Montreal.

[5] asqa_a9264c8530f98a81: Billy Redden. He played Lonnie, a banjo-playing teenager in north Georgia, who played the noted ""Dueling Banjos"" with Drew Ballinger (Ronny Cox).

[6] asqa_795dd5a2a5d5ff76: Clay Matthews Jr.. William Clay Matthews Jr. (born March 15, 1956) is a former American football linebacker who played for the Cleveland Browns and the Atlanta Falcons of the National Football League (NFL). He was drafted in the first round by the Cleveland Browns and played in 278 games over 19 NFL seasons, which initially ranked him at number 17 among most games played (currently at number 21, see List of NFL players by games played).

[7] asqa_86beea65212260ee: List of Major League Baseball perfect games. On June 13, 2012, Matt Cain of the San Francisco Giants pitched the first perfect game in Giants franchise history, the second of three in 2012, and the 22nd in MLB history.",0.421053,0.423077,0.848471,645,,,
asqa_14_systemc,asqa_14,asqa,ASQA,asqa_111,System C,Fixed Top-10,Who played matt brody on the original baywatch?,"In the American action drama television series known as Baywatch, the character Matt Brody is portrayed by David Charvet. In the 2017 film version of the tv series, Matt Brody is played by Zac Efron.",The evidence suggests that David Charvet played Matt Brody on the original Baywatch television series. This information is found in Document 2.,"[""asqa_21c22acd2b502b85"", ""asqa_8cc117bbe0648f83"", ""asqa_5f81a333d4f263b2"", ""asqa_87ecbcb36d86e92f"", ""asqa_a9264c8530f98a81"", ""asqa_795dd5a2a5d5ff76"", ""asqa_86beea65212260ee"", ""asqa_26b582b8c9f13026"", ""asqa_084d5f7299c4ec90"", ""asqa_2ce96a444352bf5b""]","[1] asqa_21c22acd2b502b85: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann...Zac Efron as Matt Brody

[2] asqa_8cc117bbe0648f83: Baywatch. Baywatch is an American action drama television series about lifeguards who patrol the beaches of Los Angeles County, California and Hawaii, starring David Hasselhoff. ...David Charvet as Matt Brody

[3] asqa_5f81a333d4f263b2: Baywatch (film). Baywatch is a 2017 American action comedy film based on the television series created by Michael Berk, Douglas Schwartz, and Gregory J. Bonann.

[4] asqa_87ecbcb36d86e92f: Canadian Open (tennis). The event was played on clay until 1979 when it switched permanently to hard courts. Both the men's and women's tournaments were played as a single combined tournament at the National Tennis Centre in Toronto until 1981, when the men's tournament was played at the Jarry Park Stadium in Montreal for the first time. Similarly 1982 was the first year in which the women's tournament was played in Montreal.

[5] asqa_a9264c8530f98a81: Billy Redden. He played Lonnie, a banjo-playing teenager in north Georgia, who played the noted ""Dueling Banjos"" with Drew Ballinger (Ronny Cox).

[6] asqa_795dd5a2a5d5ff76: Clay Matthews Jr.. William Clay Matthews Jr. (born March 15, 1956) is a former American football linebacker who played for the Cleveland Browns and the Atlanta Falcons of the National Football League (NFL). He was drafted in the first round by the Cleveland Browns and played in 278 games over 19 NFL seasons, which initially ranked him at number 17 among most games played (currently at number 21, see List of NFL players by games played).

[7] asqa_86beea65212260ee: List of Major League Baseball perfect games. On June 13, 2012, Matt Cain of the San Francisco Giants pitched the first perfect game in Giants franchise history, the second of three in 2012, and the 22nd in MLB history.

[8] asqa_26b582b8c9f13026: Baywatch (film). A ""Baywatch"" movie was first announced in 2004, although the movie became stuck in development hell over the years, with multiple writers penning drafts. In July 2015, Sean Anders was replaced by Seth Gordon as director. On October 2, 2014, Dwayne Johnson was attached to star in the lead role, and Justin Malen was set to rewrite the script. Damian Shannon and Mark Swift wrote the latest draft, and the film would be comedic in style. On August 10, 2015, Zac Efron signed on to star in the film, and Beau Flynn and Ivan Reitman joined to produce with Johnson's Seven Bucks Productions. On November 9, 2015, ""Deadline"" reported that seven actresses were among the short list testing for the lead female role, Alexandra Daddario, Ashley Benson, Nina Dobrev, Alexandra Shipp, Shelley Hennig, Bianca A. Santos, and Denyse Tontz. On November 18, 2015, Johnson confirmed Daddario would play Summer, a lifeguard, and the love interest of Efron's character.

[9] asqa_084d5f7299c4ec90: I'm Coming Out. In 2003, American singer Amerie covered ""I'm Coming Out"" for the soundtrack to the film ""Maid in Manhattan"". Her version was released as a single in select European countries and Australia. The final single version to be released was the Loren Dawson remix. The original single version (which is similar to the original) can be found on both CD singles and the original motion picture soundtrack to ""Maid in Manhattan"". Ross' version appears on the film's soundtrack album as well.

[10] asqa_2ce96a444352bf5b: New Year's Six. These games are played annually on or around New Year's Day, and represent six of the ten oldest bowl games currently played at the FBS level.",0.421053,0.423077,0.848471,1081,,,
asqa_15_systema,asqa_15,asqa,ASQA,asqa_64,System A,TACER,Who wrote brown eyes by destiny's child?,"""Brown Eyes"" is a song by Destiny's Child lead singer Beyoncé Giselle Knowles-Carter written and produced by Beyoncé and Walter Afanasieff.","The song ""Brown Eyes"" by Destiny's Child was written by Beyoncé Knowles and Walter Afanasieff, as indicated in Document 3.","[""asqa_f08dcaa7403306f6"", ""asqa_86b66c99c47a9475"", ""asqa_d7d71f9b0c64962e""]","[1] asqa_f08dcaa7403306f6: Brown eyes (disambiguation). ""Brown Eyes"", a song by Destiny's Child from Survivor, lead singer Beyoncé Knowles

[2] asqa_86b66c99c47a9475: Survivor (Destiny's Child album). Survivor is the third studio album by American girl group Destiny's Child.

[3] asqa_d7d71f9b0c64962e: Survivor (Destiny's Child album). ""Brown Eyes"" (includes ""The Story of Beauty"" prelude) B. KnowlesWalter Afanasieff B. Knowles[a]Afanasieff",0.636364,0.65,0.862764,281,,,
asqa_15_systemb,asqa_15,asqa,ASQA,asqa_64,System B,Fixed Top-10,Who wrote brown eyes by destiny's child?,"""Brown Eyes"" is a song by Destiny's Child lead singer Beyoncé Giselle Knowles-Carter written and produced by Beyoncé and Walter Afanasieff.","The song ""Brown Eyes"" by Destiny's Child was written by Beyoncé Knowles and Walter Afanasieff. This information is found in Document 3.","[""asqa_f08dcaa7403306f6"", ""asqa_86b66c99c47a9475"", ""asqa_d7d71f9b0c64962e"", ""asqa_dc273f2649371f87"", ""asqa_37efd95b49f6f5fb"", ""asqa_44ca4ee514aab9fc"", ""asqa_a0b385a6fa563901"", ""asqa_7424af33e2eb10f9"", ""asqa_c65e68ed3bb5180c"", ""asqa_7ceaee227fc33e75""]","[1] asqa_f08dcaa7403306f6: Brown eyes (disambiguation). ""Brown Eyes"", a song by Destiny's Child from Survivor, lead singer Beyoncé Knowles

[2] asqa_86b66c99c47a9475: Survivor (Destiny's Child album). Survivor is the third studio album by American girl group Destiny's Child.

[3] asqa_d7d71f9b0c64962e: Survivor (Destiny's Child album). ""Brown Eyes"" (includes ""The Story of Beauty"" prelude) B. KnowlesWalter Afanasieff B. Knowles[a]Afanasieff

[4] asqa_dc273f2649371f87: Manifest destiny. Manifest destiny was a widely held cultural belief in the 19th-century United States that American settlers were destined to expand across North America.

[5] asqa_37efd95b49f6f5fb: Give Me a Home Among the Gumtrees. Co-writer Wally Johnson died of pneumonia in 1995. Bob Brown has continued writing and performing tongue-in-cheek folk songs, which have been covered by artists including John Williamson and folk singer Slim Dusty. One of Brown's numbers I’m an Individual was recorded by cult Australian Rules footballer Mark ‘Jacko’ Jackson, and became an Australia-wide hit. Brown has also recorded an album of children's songs called Riding Round on Golf Balls.

[6] asqa_44ca4ee514aab9fc: Stuck in the Middle (TV series). Stuck in the Middle is an American family comedy television series developed by Alison Brown and Linda Videtti Figueiredo and created by Alison Brown that aired on Disney Channel from February 14, 2016 to July 23, 2018.

[7] asqa_a0b385a6fa563901: Manifest destiny. Newspaper editor John O'Sullivan is generally credited with coining the term ""manifest destiny"" in 1845 to describe the essence of this mindset, which was a rhetorical tone; however, the unsigned editorial titled ""Annexation"" in which it first appeared was arguably written by journalist and annexation advocate Jane Cazneau. The term was used by Democrats in the 1840s to justify the war with Mexico and it was also used to divide half of Oregon with Great Britain. However, manifest destiny always limped along because of its internal limitations and the issue of slavery, says Merk. It never became a national priority. By 1843, former U.S. President John Quincy Adams, originally a major supporter of the concept underlying manifest destiny, had changed his mind and repudiated expansionism because it meant the expansion of slavery in Texas.

[8] asqa_7424af33e2eb10f9: Walter Afanasieff. Aside from Carey and Dion, Afanasieff has also written and produced music for many other recording artists as well, such as Richard Marx, Whitney Houston, Thalía, Lionel Richie, Luther Vandross, George Benson, Destiny's Child, Kenny G, Michael Bolton, Toni Braxton, Andrea Bocelli, Johnny Mathis, Kenny Loggins, Barbra Streisand, Christina Aguilera, Ricky Martin, Leona Lewis, Idina Menzel and Lara Fabian.

[9] asqa_c65e68ed3bb5180c: How to Train Your Dragon (film). Additionally, Icelandic singer Jónsi wrote and performed the song ""Sticks & Stones"" for the film.

[10] asqa_7ceaee227fc33e75: Leave It to Beaver characters. Larry Mondello's mother Margaret Mondello (Madge Blake, June 25, 1958 – February 27, 1960) is a nervous woman who finds her son's misadventures exasperating. The character was dropped when Rusty Stevens left the show in its fourth season. George and Agnes Haskell are Eddie's parents. George was played by Karl Swenson and George O. Petrie. However, in one episode, it is implied that Mr. Haskell's name is ""Edward Clark Haskell, Sr.""; and in another episode, where he's played by John Alvin, he is ""Frank"". Agnes was played by Ann Doran and Anne Barton. Tooey Brown's mother, Mr. Mondello, Judy Hensler's parents, and Whitey Whitney's parents make one-time appearances. Larry Mondello's sister in high school is never seen.",0.652174,0.7,0.873132,1087,,,
asqa_15_systemc,asqa_15,asqa,ASQA,asqa_64,System C,Adaptive-k,Who wrote brown eyes by destiny's child?,"""Brown Eyes"" is a song by Destiny's Child lead singer Beyoncé Giselle Knowles-Carter written and produced by Beyoncé and Walter Afanasieff.","The song ""Brown Eyes"" by Destiny's Child was written by Beyoncé Knowles and Walter Afanasieff. 

This information can be found in Document 3.","[""asqa_f08dcaa7403306f6"", ""asqa_86b66c99c47a9475"", ""asqa_d7d71f9b0c64962e"", ""asqa_dc273f2649371f87"", ""asqa_37efd95b49f6f5fb"", ""asqa_44ca4ee514aab9fc""]","[1] asqa_f08dcaa7403306f6: Brown eyes (disambiguation). ""Brown Eyes"", a song by Destiny's Child from Survivor, lead singer Beyoncé Knowles

[2] asqa_86b66c99c47a9475: Survivor (Destiny's Child album). Survivor is the third studio album by American girl group Destiny's Child.

[3] asqa_d7d71f9b0c64962e: Survivor (Destiny's Child album). ""Brown Eyes"" (includes ""The Story of Beauty"" prelude) B. KnowlesWalter Afanasieff B. Knowles[a]Afanasieff

[4] asqa_dc273f2649371f87: Manifest destiny. Manifest destiny was a widely held cultural belief in the 19th-century United States that American settlers were destined to expand across North America.

[5] asqa_37efd95b49f6f5fb: Give Me a Home Among the Gumtrees. Co-writer Wally Johnson died of pneumonia in 1995. Bob Brown has continued writing and performing tongue-in-cheek folk songs, which have been covered by artists including John Williamson and folk singer Slim Dusty. One of Brown's numbers I’m an Individual was recorded by cult Australian Rules footballer Mark ‘Jacko’ Jackson, and became an Australia-wide hit. Brown has also recorded an album of children's songs called Riding Round on Golf Balls.

[6] asqa_44ca4ee514aab9fc: Stuck in the Middle (TV series). Stuck in the Middle is an American family comedy television series developed by Alison Brown and Linda Videtti Figueiredo and created by Alison Brown that aired on Disney Channel from February 14, 2016 to July 23, 2018.",0.595745,0.65,0.879472,517,,,
asqa_16_systema,asqa_16,asqa,ASQA,asqa_93,System A,Fixed Top-10,Who developed a useful staining method to identify bacteria?,"In 1884, Danish bacteriologist Hans Christian Gram developed a useful staining method to identify bacteria in two large groups (a technique known as Gram staining). Another kind of staining known as Ziehl–Neelsen staining is a type of Acid-fast stain was first introduced by German physician and scientist Paul Ehrlich but named after the two German doctors who modified the stain: the bacteriologist Franz Ziehl (1859–1926) and the pathologist Friedrich Neelsen (1854–1898).","Hans Christian Gram developed a useful staining method to identify bacteria. This is stated in Documents 1 and 3, which describe the Gram stain method.","[""asqa_63681e063377eb8a"", ""asqa_4fe43cfdd78be07e"", ""asqa_6d8662904a335a58"", ""asqa_0112b13217d8da4e"", ""asqa_79d6407aefc01399"", ""asqa_197890a67f787645"", ""asqa_5d946bbf220dac62"", ""asqa_9439f07b49aaa77c"", ""asqa_fb27073052bd1555"", ""asqa_38becc580ff6cc45""]","[1] asqa_63681e063377eb8a: Gram stain. Gram stain or Gram staining, also called Gram's method, is a method of staining used to distinguish and classify bacterial species into two large groups (Gram-positive and Gram-negative). The name comes from the Danish bacteriologist Hans Christian Gram, who developed the technique.

[2] asqa_4fe43cfdd78be07e: Ziehl–Neelsen stain. Ziehl-Neelsen staining is a type of Acid-fast stain, first introduced by Paul Ehrlich. Ziehl–Neelsen staining is a bacteriological stain used to identify acid-fast organisms, mainly Mycobacteria. It is named for two German doctors who modified the stain: the bacteriologist Franz Ziehl (1859–1926) and the pathologist Friedrich Neelsen (1854–1898).

[3] asqa_6d8662904a335a58: Gram stain. The method is named after its inventor, the Danish scientist Hans Christian Gram (1853–1938), who developed the technique while working with Carl Friedländer in the morgue of the city hospital in Berlin in 1884.

[4] asqa_0112b13217d8da4e: New Testament. The books of the New Testament were all or nearly all written by Jewish Christians—that is, Jewish disciples of Christ, who lived in the Roman Empire, and under Roman occupation. Luke, who wrote the Gospel of Luke and the Book of Acts, is frequently thought of as an exception; scholars are divided as to whether Luke was a Gentile or a Hellenistic Jew. A few scholars identify the author of the Gospel of Mark as probably a Gentile, and similarly for the Gospel of Matthew, though most assert Jewish-Christian authorship.

[5] asqa_79d6407aefc01399: Resident Evil 7: Biohazard. Resident Evil 7: Biohazard[a] is a 2017 first-person survival horror game developed and published by Capcom.

[6] asqa_197890a67f787645: Emulsion test. The emulsion test is a method to determine the presence of lipids using wet chemistry. The procedure is for the sample to be suspended in ethanol, allowing lipids present to dissolve (lipids are soluble in alcohols). The liquid (alcohol with dissolved fat) is then decanted into water. Since lipids do not dissolve in water, when the ethanol is diluted, it falls out of the solution to give a cloudy white emulsion.

[7] asqa_5d946bbf220dac62: Champagne. An initial burst of effervescence occurs when the Champagne contacts the dry glass on pouring. These bubbles form on imperfections in the glass that facilitate nucleation or, to a minimal extent, on cellulose fibres left over from the wiping/drying process as shown with a high-speed video camera. However, after the initial rush, these naturally occurring imperfections are typically too small to consistently act as nucleation points as the surface tension of the liquid smooths out these minute irregularities. The nucleation sites that act as a source for the ongoing effervescence are not natural imperfections in the glass, but actually occur where the glass has been etched by the manufacturer or the customer. This etching is typically done with acid, a laser, or a glass etching tool from a craft shop to provide nucleation sites for continuous bubble formation (note that not all glasses are etched in this way). In 1662 this method was developed in England, as records from the Royal Society show.

[8] asqa_9439f07b49aaa77c: Tom Clancy's Rainbow Six Siege is an online tactical shooter video game developed by Ubisoft Montreal and published by Ubisoft.

[9] asqa_fb27073052bd1555: Fortnite Battle Royale. Fortnite Battle Royale is a free-to-play battle royale video game developed and published by Epic Games.

[10] asqa_38becc580ff6cc45: Lipid profile. Lipid profile or ""lipid panel"" is a panel of blood tests that serves as an initial screening tool for abnormalities in lipids, such as cholesterol and triglycerides. The results of this test can identify certain genetic diseases and can determine approximate risks for cardiovascular disease, certain forms of pancreatitis, and other diseases.",0.34,0.290909,0.67557,1063,,,
asqa_16_systemb,asqa_16,asqa,ASQA,asqa_93,System B,TACER,Who developed a useful staining method to identify bacteria?,"In 1884, Danish bacteriologist Hans Christian Gram developed a useful staining method to identify bacteria in two large groups (a technique known as Gram staining). Another kind of staining known as Ziehl–Neelsen staining is a type of Acid-fast stain was first introduced by German physician and scientist Paul Ehrlich but named after the two German doctors who modified the stain: the bacteriologist Franz Ziehl (1859–1926) and the pathologist Friedrich Neelsen (1854–1898).","Hans Christian Gram developed a useful staining method to identify bacteria, known as the Gram stain. This information is present in both Document 1 and Document 3.","[""asqa_63681e063377eb8a"", ""asqa_4fe43cfdd78be07e"", ""asqa_6d8662904a335a58""]","[1] asqa_63681e063377eb8a: Gram stain. Gram stain or Gram staining, also called Gram's method, is a method of staining used to distinguish and classify bacterial species into two large groups (Gram-positive and Gram-negative). The name comes from the Danish bacteriologist Hans Christian Gram, who developed the technique.

[2] asqa_4fe43cfdd78be07e: Ziehl–Neelsen stain. Ziehl-Neelsen staining is a type of Acid-fast stain, first introduced by Paul Ehrlich. Ziehl–Neelsen staining is a bacteriological stain used to identify acid-fast organisms, mainly Mycobacteria. It is named for two German doctors who modified the stain: the bacteriologist Franz Ziehl (1859–1926) and the pathologist Friedrich Neelsen (1854–1898).

[3] asqa_6d8662904a335a58: Gram stain. The method is named after its inventor, the Danish scientist Hans Christian Gram (1853–1938), who developed the technique while working with Carl Friedländer in the morgue of the city hospital in Berlin in 1884.",0.372549,0.327273,0.671869,401,,,
