retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
tfidf,bioasq_2237,"[""bioasq_27370569"", ""bioasq_19016241"", ""bioasq_27801734"", ""bioasq_23671339"", ""bioasq_26685307"", ""bioasq_1646072"", ""bioasq_22178447"", ""bioasq_16238072"", ""bioasq_24692729"", ""bioasq_25839977""]","[0.398595, 0.200793, 0.156627, 0.155657, 0.144188, 0.141151, 0.139616, 0.139595, 0.138058, 0.134296]",1.0,1.0,1.0
tfidf,bioasq_3039,"[""bioasq_28589525"", ""bioasq_30205177"", ""bioasq_29688815"", ""bioasq_28890641"", ""bioasq_17538086"", ""bioasq_22530047"", ""bioasq_29233825"", ""bioasq_27826996"", ""bioasq_7739505"", ""bioasq_23393146""]","[0.453984, 0.311252, 0.250664, 0.190888, 0.133535, 0.09979, 0.090158, 0.08797, 0.083438, 0.082111]",1.0,1.0,1.0
tfidf,bioasq_284,"[""bioasq_24288392"", ""bioasq_25866560"", ""bioasq_25093879"", ""bioasq_12679063"", ""bioasq_23822094"", ""bioasq_12740943"", ""bioasq_25691496"", ""bioasq_18154465"", ""bioasq_25159591"", ""bioasq_24942232""]","[0.445713, 0.379876, 0.33141, 0.330854, 0.312596, 0.307488, 0.30726, 0.292346, 0.248103, 0.173244]",1.0,1.0,0.454545
tfidf,bioasq_2298,"[""bioasq_23385756"", ""bioasq_24163365"", ""bioasq_28379181"", ""bioasq_26448198"", ""bioasq_18487346"", ""bioasq_11208779"", ""bioasq_1885560"", ""bioasq_10073572"", ""bioasq_28986257"", ""bioasq_24453983""]","[0.402965, 0.292538, 0.287873, 0.272268, 0.246853, 0.246466, 0.243273, 0.222863, 0.202583, 0.1918]",1.0,1.0,0.909091
tfidf,bioasq_4310,"[""bioasq_25658113"", ""bioasq_26728715"", ""bioasq_32384969"", ""bioasq_30702281"", ""bioasq_32409089"", ""bioasq_23809990"", ""bioasq_22265405"", ""bioasq_24656819"", ""bioasq_29531424"", ""bioasq_24040647""]","[0.294684, 0.29085, 0.266125, 0.260221, 0.255101, 0.160107, 0.158948, 0.12022, 0.114781, 0.107352]",0.904717,1.0,1.0
tfidf,bioasq_4601,"[""bioasq_25535701"", ""bioasq_24155599"", ""bioasq_30719578"", ""bioasq_31502516"", ""bioasq_26094363"", ""bioasq_23406732"", ""bioasq_30661338"", ""bioasq_19901446"", ""bioasq_1646072"", ""bioasq_22088659""]","[0.382849, 0.375713, 0.278916, 0.16294, 0.160586, 0.151214, 0.121177, 0.116312, 0.095665, 0.078312]",0.693426,0.5,1.0
tfidf,bioasq_3810,"[""bioasq_28035551"", ""bioasq_1859661"", ""bioasq_12643405"", ""bioasq_12079930"", ""bioasq_20460342"", ""bioasq_20671836"", ""bioasq_24105630"", ""bioasq_25006951"", ""bioasq_15637691"", ""bioasq_12422054""]","[0.221397, 0.137569, 0.134775, 0.116815, 0.116815, 0.101304, 0.083733, 0.078399, 0.071715, 0.070924]",1.0,1.0,1.0
tfidf,bioasq_4231,"[""bioasq_32273183"", ""bioasq_32912633"", ""bioasq_32469183"", ""bioasq_30937733"", ""bioasq_30741797"", ""bioasq_31594635"", ""bioasq_32674616"", ""bioasq_32674208"", ""bioasq_12806798"", ""bioasq_32911575""]","[0.340528, 0.314047, 0.310235, 0.310211, 0.301697, 0.287757, 0.20484, 0.132033, 0.125671, 0.12442]",0.933746,1.0,0.9
tfidf,bioasq_2450,"[""bioasq_28241736"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795"", ""bioasq_22162947"", ""bioasq_23809990"", ""bioasq_30550956""]","[0.281375, 0.109591, 0.08518, 0.065871, 0.064817, 0.056936, 0.052129, 0.051353, 0.049794, 0.048928]",1.0,1.0,1.0
tfidf,bioasq_1674,"[""bioasq_16342039"", ""bioasq_19273034"", ""bioasq_18048180"", ""bioasq_19208138"", ""bioasq_22151470"", ""bioasq_21724593"", ""bioasq_17555593"", ""bioasq_8481828"", ""bioasq_18412963"", ""bioasq_15919726""]","[0.266398, 0.201089, 0.20024, 0.197244, 0.184546, 0.179167, 0.1726, 0.16057, 0.158627, 0.125329]",1.0,1.0,0.769231
tfidf,bioasq_2818,"[""bioasq_19273034"", ""bioasq_21698923"", ""bioasq_23003992"", ""bioasq_19492068"", ""bioasq_21808631"", ""bioasq_2388211"", ""bioasq_20445167"", ""bioasq_25024773"", ""bioasq_18366884"", ""bioasq_26608488""]","[0.135238, 0.107932, 0.107834, 0.101907, 0.101407, 0.094204, 0.092025, 0.091872, 0.091127, 0.090628]",0.0,0.0,0.0
tfidf,bioasq_4230,"[""bioasq_32168452"", ""bioasq_19016241"", ""bioasq_28989334"", ""bioasq_31660152"", ""bioasq_27370569"", ""bioasq_29358629"", ""bioasq_26176546"", ""bioasq_23218867"", ""bioasq_15868447"", ""bioasq_31758661""]","[0.300742, 0.177023, 0.102335, 0.097774, 0.096705, 0.0963, 0.094105, 0.08532, 0.084397, 0.082945]",0.58557,1.0,0.5
tfidf,bioasq_4327,"[""bioasq_32786546"", ""bioasq_28280401"", ""bioasq_8535646"", ""bioasq_24410536"", ""bioasq_17923583"", ""bioasq_17140367"", ""bioasq_3850773"", ""bioasq_30702281"", ""bioasq_20840734"", ""bioasq_29946962""]","[0.18342, 0.170861, 0.164417, 0.163414, 0.162306, 0.160558, 0.15788, 0.156693, 0.15365, 0.150102]",1.0,1.0,1.0
tfidf,bioasq_816,"[""bioasq_19884656"", ""bioasq_20007147"", ""bioasq_22201738"", ""bioasq_15863502"", ""bioasq_19289500"", ""bioasq_16639702"", ""bioasq_12242302"", ""bioasq_17288991"", ""bioasq_23223443"", ""bioasq_15824116""]","[0.413855, 0.368283, 0.296938, 0.294636, 0.291084, 0.289728, 0.275359, 0.269331, 0.258853, 0.258254]",1.0,1.0,0.263158
tfidf,bioasq_4204,"[""bioasq_21551148"", ""bioasq_21206756"", ""bioasq_22435808"", ""bioasq_30113318"", ""bioasq_26305225"", ""bioasq_22960375"", ""bioasq_19620965"", ""bioasq_17038564"", ""bioasq_20232936"", ""bioasq_26484155""]","[0.537771, 0.516563, 0.438884, 0.398106, 0.349437, 0.319684, 0.318743, 0.262506, 0.216498, 0.189461]",0.986043,1.0,1.0
tfidf,bioasq_904,"[""bioasq_15679840"", ""bioasq_21749502"", ""bioasq_1694790"", ""bioasq_25430002"", ""bioasq_32786546"", ""bioasq_27255916"", ""bioasq_20593981"", ""bioasq_25367294"", ""bioasq_15861397"", ""bioasq_11286884""]","[0.125318, 0.10601, 0.105161, 0.097458, 0.076737, 0.073057, 0.072228, 0.070057, 0.068186, 0.067469]",0.117523,0.333333,0.111111
tfidf,bioasq_3266,"[""bioasq_29137239"", ""bioasq_28459942"", ""bioasq_34505967"", ""bioasq_26052092"", ""bioasq_20596603"", ""bioasq_27789555"", ""bioasq_20005186"", ""bioasq_27797375"", ""bioasq_9155038"", ""bioasq_18721877""]","[0.533262, 0.133367, 0.1113, 0.075867, 0.07284, 0.069659, 0.067406, 0.055942, 0.054229, 0.053299]",1.0,1.0,1.0
tfidf,bioasq_2283,"[""bioasq_28407038"", ""bioasq_17946720"", ""bioasq_17555593"", ""bioasq_8481828"", ""bioasq_25972175"", ""bioasq_28069295"", ""bioasq_22151470"", ""bioasq_28292834"", ""bioasq_28025282"", ""bioasq_19208138""]","[0.607419, 0.160659, 0.156345, 0.151131, 0.150588, 0.140564, 0.127487, 0.120344, 0.105832, 0.101507]",1.0,1.0,1.0
tfidf,bioasq_3926,"[""bioasq_32689928"", ""bioasq_26518482"", ""bioasq_26748519"", ""bioasq_19016241"", ""bioasq_22495304"", ""bioasq_27370569"", ""bioasq_31660152"", ""bioasq_25409831"", ""bioasq_28348222"", ""bioasq_29358629""]","[0.241392, 0.224625, 0.195139, 0.170139, 0.160008, 0.14194, 0.116874, 0.109201, 0.095864, 0.092554]",0.613147,1.0,0.5
tfidf,bioasq_3297,"[""bioasq_28622736"", ""bioasq_25485886"", ""bioasq_22870474"", ""bioasq_27655110"", ""bioasq_28280401"", ""bioasq_29531424"", ""bioasq_18092253"", ""bioasq_25483063"", ""bioasq_19033369"", ""bioasq_22005615""]","[0.230208, 0.205588, 0.140649, 0.128257, 0.104262, 0.097954, 0.094932, 0.091167, 0.086844, 0.084747]",1.0,1.0,1.0
tfidf,bioasq_3843,"[""bioasq_29374079"", ""bioasq_30276444"", ""bioasq_18521959"", ""bioasq_18606711"", ""bioasq_16777955"", ""bioasq_18682521"", ""bioasq_25650422"", ""bioasq_25339659"", ""bioasq_21396113"", ""bioasq_16709748""]","[0.425744, 0.401673, 0.304833, 0.288318, 0.275588, 0.256537, 0.245875, 0.232842, 0.20309, 0.197843]",1.0,1.0,0.833333
tfidf,bioasq_4096,"[""bioasq_31939155"", ""bioasq_30700556"", ""bioasq_29217730"", ""bioasq_30820596"", ""bioasq_18031713"", ""bioasq_21347402"", ""bioasq_11391780"", ""bioasq_29847322"", ""bioasq_8022486"", ""bioasq_19345675""]","[0.444207, 0.186087, 0.171027, 0.164525, 0.126188, 0.118562, 0.118467, 0.108164, 0.10757, 0.101799]",1.0,1.0,1.0
tfidf,bioasq_3686,"[""bioasq_23144237"", ""bioasq_25679813"", ""bioasq_26649774"", ""bioasq_17620423"", ""bioasq_25284786"", ""bioasq_26733203"", ""bioasq_26367078"", ""bioasq_25842866"", ""bioasq_15021236"", ""bioasq_3891280""]","[0.427403, 0.066244, 0.054249, 0.052522, 0.049134, 0.042575, 0.041419, 0.041122, 0.041079, 0.040481]",1.0,1.0,1.0
tfidf,bioasq_1317,"[""bioasq_23199349"", ""bioasq_22291466"", ""bioasq_23344012"", ""bioasq_22672122"", ""bioasq_32066940"", ""bioasq_2238088"", ""bioasq_15846065"", ""bioasq_29531424"", ""bioasq_30081197"", ""bioasq_15909992""]","[0.304166, 0.223644, 0.136786, 0.124896, 0.12233, 0.120869, 0.119726, 0.119424, 0.110651, 0.10797]",0.775148,1.0,0.666667
tfidf,bioasq_1908,"[""bioasq_1480396"", ""bioasq_14166458"", ""bioasq_12825064"", ""bioasq_17878817"", ""bioasq_6823113"", ""bioasq_23840513"", ""bioasq_20301628"", ""bioasq_21339912"", ""bioasq_15056980"", ""bioasq_25971175""]","[0.257356, 0.226351, 0.213698, 0.211195, 0.193023, 0.157161, 0.141951, 0.12744, 0.126346, 0.119287]",0.860382,1.0,0.470588
tfidf,bioasq_1596,"[""bioasq_25477509"", ""bioasq_20880963"", ""bioasq_19105408"", ""bioasq_20691136"", ""bioasq_23117929"", ""bioasq_26176546"", ""bioasq_24065549"", ""bioasq_23945733"", ""bioasq_25418138"", ""bioasq_10322135""]","[0.164571, 0.118233, 0.115027, 0.107539, 0.099783, 0.087891, 0.085143, 0.081559, 0.076115, 0.075123]",0.63093,0.5,1.0
tfidf,bioasq_629,"[""bioasq_20599721"", ""bioasq_19961954"", ""bioasq_23126280"", ""bioasq_23798680"", ""bioasq_22972992"", ""bioasq_24931163"", ""bioasq_17574768"", ""bioasq_18697214"", ""bioasq_20520769"", ""bioasq_22362900""]","[0.66244, 0.34651, 0.197306, 0.160394, 0.134793, 0.132762, 0.118539, 0.105888, 0.098822, 0.096518]",1.0,1.0,1.0
tfidf,bioasq_670,"[""bioasq_23049074"", ""bioasq_23455608"", ""bioasq_23673367"", ""bioasq_22532249"", ""bioasq_24077282"", ""bioasq_24244675"", ""bioasq_22678916"", ""bioasq_22595285"", ""bioasq_23641065"", ""bioasq_22773877""]","[0.357229, 0.29303, 0.26158, 0.256774, 0.237285, 0.218477, 0.196397, 0.192622, 0.172899, 0.147681]",0.933746,1.0,0.9
tfidf,bioasq_395,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592"", ""bioasq_10682690"", ""bioasq_12614245"", ""bioasq_22952783"", ""bioasq_22291466"", ""bioasq_28067908"", ""bioasq_28067910"", ""bioasq_23146972""]","[0.436056, 0.391256, 0.300658, 0.289521, 0.28481, 0.264728, 0.262935, 0.257591, 0.256178, 0.246516]",0.72733,1.0,0.375
tfidf,bioasq_957,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302"", ""bioasq_19034261"", ""bioasq_15132715"", ""bioasq_23786024"", ""bioasq_23448365"", ""bioasq_17923583""]","[0.591835, 0.582439, 0.537872, 0.51001, 0.444187, 0.31202, 0.284954, 0.25929, 0.257811, 0.240202]",0.936379,1.0,0.9
tfidf,bioasq_285,"[""bioasq_23361170"", ""bioasq_24109197"", ""bioasq_24251418"", ""bioasq_23945733"", ""bioasq_23605694"", ""bioasq_24075094"", ""bioasq_20429673"", ""bioasq_20032798"", ""bioasq_24055829"", ""bioasq_23985562""]","[0.531255, 0.529055, 0.462627, 0.424043, 0.402477, 0.38874, 0.385757, 0.37227, 0.330275, 0.16349]",1.0,1.0,0.909091
tfidf,bioasq_4468,"[""bioasq_32868918"", ""bioasq_28069295"", ""bioasq_17038564"", ""bioasq_23701892"", ""bioasq_33679227"", ""bioasq_29531424"", ""bioasq_27837588"", ""bioasq_33841438"", ""bioasq_1556753"", ""bioasq_30719578""]","[0.501076, 0.190982, 0.187047, 0.121918, 0.110897, 0.095624, 0.093781, 0.093179, 0.092428, 0.092226]",1.0,1.0,1.0
tfidf,bioasq_1695,"[""bioasq_3850773"", ""bioasq_8761317"", ""bioasq_22402252"", ""bioasq_8864644"", ""bioasq_3384188"", ""bioasq_27903964"", ""bioasq_16775092"", ""bioasq_19708671"", ""bioasq_19675298"", ""bioasq_24244400""]","[0.438903, 0.344184, 0.342369, 0.302106, 0.249629, 0.217655, 0.205411, 0.204423, 0.188085, 0.182681]",0.892211,1.0,0.833333
tfidf,bioasq_3839,"[""bioasq_21456524"", ""bioasq_24109197"", ""bioasq_30194661"", ""bioasq_29129088"", ""bioasq_28400976"", ""bioasq_32648856"", ""bioasq_28929412"", ""bioasq_24410536"", ""bioasq_24742319"", ""bioasq_20430307""]","[0.142268, 0.112827, 0.110541, 0.103787, 0.101177, 0.098595, 0.095738, 0.093685, 0.091611, 0.08932]",1.0,1.0,1.0
tfidf,bioasq_4062,"[""bioasq_29157917"", ""bioasq_28575439"", ""bioasq_29209056"", ""bioasq_24998386"", ""bioasq_27773677"", ""bioasq_26240385"", ""bioasq_31209209"", ""bioasq_14759369"", ""bioasq_28780612"", ""bioasq_26305225""]","[0.470836, 0.470018, 0.438102, 0.399802, 0.390083, 0.38616, 0.377891, 0.242806, 0.240739, 0.205329]",0.800694,1.0,0.636364
tfidf,bioasq_4036,"[""bioasq_30088449"", ""bioasq_33057672"", ""bioasq_20495471"", ""bioasq_30892111"", ""bioasq_30706413"", ""bioasq_31857872"", ""bioasq_29523423"", ""bioasq_31742204"", ""bioasq_19636526"", ""bioasq_25445385""]","[0.219128, 0.100602, 0.084526, 0.069213, 0.067948, 0.059856, 0.057811, 0.057663, 0.054391, 0.048014]",0.967468,1.0,1.0
tfidf,bioasq_2599,"[""bioasq_28319627"", ""bioasq_24690977"", ""bioasq_26608484"", ""bioasq_11672965"", ""bioasq_28211222"", ""bioasq_17316231"", ""bioasq_21549050"", ""bioasq_29593919"", ""bioasq_26608488"", ""bioasq_23829933""]","[0.555501, 0.309222, 0.12361, 0.11912, 0.098849, 0.097123, 0.0964, 0.08951, 0.074416, 0.07283]",1.0,1.0,1.0
tfidf,bioasq_2277,"[""bioasq_26748519"", ""bioasq_26518482"", ""bioasq_32689928"", ""bioasq_28348222"", ""bioasq_26030525"", ""bioasq_2326195"", ""bioasq_25367294"", ""bioasq_21499217"", ""bioasq_20978039"", ""bioasq_26431028""]","[0.29433, 0.253965, 0.244418, 0.19447, 0.174192, 0.169502, 0.153844, 0.139852, 0.135609, 0.119269]",0.725723,1.0,0.714286
tfidf,bioasq_3201,"[""bioasq_21576357"", ""bioasq_28928081"", ""bioasq_20501974"", ""bioasq_29531424"", ""bioasq_30550956"", ""bioasq_12479803"", ""bioasq_16775366"", ""bioasq_21546358"", ""bioasq_8092450"", ""bioasq_22005615""]","[0.420749, 0.11814, 0.108041, 0.105458, 0.089681, 0.087991, 0.08683, 0.083402, 0.083378, 0.082758]",0.765361,1.0,0.666667
tfidf,bioasq_1862,"[""bioasq_25379384"", ""bioasq_27273464"", ""bioasq_16224024"", ""bioasq_19018236"", ""bioasq_23990902"", ""bioasq_25400662"", ""bioasq_9763509"", ""bioasq_10796047"", ""bioasq_17095621"", ""bioasq_21315458""]","[0.542843, 0.359229, 0.290226, 0.289147, 0.215636, 0.099519, 0.09805, 0.092793, 0.091628, 0.087244]",0.749528,1.0,0.75
tfidf,bioasq_4189,"[""bioasq_33295805"", ""bioasq_33130482"", ""bioasq_31242752"", ""bioasq_33196153"", ""bioasq_31578082"", ""bioasq_32813947"", ""bioasq_15846065"", ""bioasq_31008773"", ""bioasq_32066940"", ""bioasq_29531424""]","[0.322515, 0.292255, 0.228801, 0.227603, 0.194333, 0.168706, 0.147329, 0.137705, 0.130091, 0.12647]",0.796761,1.0,0.388889
tfidf,bioasq_3320,"[""bioasq_23406732"", ""bioasq_26094363"", ""bioasq_31502516"", ""bioasq_30661338"", ""bioasq_1646072"", ""bioasq_22565760"", ""bioasq_22278059"", ""bioasq_22181929"", ""bioasq_20164644"", ""bioasq_22852678""]","[0.407538, 0.340348, 0.300107, 0.294363, 0.25705, 0.249095, 0.234348, 0.233044, 0.207391, 0.206038]",0.745791,1.0,0.625
tfidf,bioasq_3520,"[""bioasq_29321253"", ""bioasq_31211995"", ""bioasq_24656819"", ""bioasq_24394544"", ""bioasq_23809990"", ""bioasq_22435808"", ""bioasq_21429299"", ""bioasq_28348222"", ""bioasq_28780612"", ""bioasq_29531424""]","[0.668459, 0.136436, 0.117187, 0.114492, 0.110349, 0.102635, 0.101249, 0.100154, 0.09037, 0.090085]",1.0,1.0,1.0
tfidf,bioasq_211,"[""bioasq_22362900"", ""bioasq_20675977"", ""bioasq_17853713"", ""bioasq_16672832"", ""bioasq_17726868"", ""bioasq_22375212"", ""bioasq_21234187"", ""bioasq_24198575"", ""bioasq_15074012"", ""bioasq_20089483""]","[0.480661, 0.474714, 0.442631, 0.400498, 0.389668, 0.325475, 0.317193, 0.304469, 0.268331, 0.260513]",1.0,1.0,0.714286
tfidf,bioasq_3341,"[""bioasq_24667640"", ""bioasq_30462889"", ""bioasq_24839356"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_10322135"", ""bioasq_20501974"", ""bioasq_22162947"", ""bioasq_7607795"", ""bioasq_12587941""]","[0.436194, 0.374757, 0.296201, 0.128251, 0.101715, 0.092358, 0.090338, 0.082497, 0.081983, 0.081776]",1.0,1.0,1.0
tfidf,bioasq_1042,"[""bioasq_17904063"", ""bioasq_16565563"", ""bioasq_25102374"", ""bioasq_23701638"", ""bioasq_28416406"", ""bioasq_23910705"", ""bioasq_29441860"", ""bioasq_3872103"", ""bioasq_7477166"", ""bioasq_22005615""]","[0.465544, 0.458952, 0.364658, 0.349071, 0.131066, 0.125123, 0.124739, 0.118905, 0.116295, 0.103633]",1.0,1.0,1.0
tfidf,bioasq_2381,"[""bioasq_24014378"", ""bioasq_10951187"", ""bioasq_22005615"", ""bioasq_17286271"", ""bioasq_1694790"", ""bioasq_20637221"", ""bioasq_25132820"", ""bioasq_29531424"", ""bioasq_10929203"", ""bioasq_2108845""]","[0.317791, 0.118534, 0.107626, 0.10037, 0.100264, 0.085886, 0.080141, 0.079427, 0.070886, 0.066322]",1.0,1.0,1.0
tfidf,bioasq_2436,"[""bioasq_28017136"", ""bioasq_25031400"", ""bioasq_28424976"", ""bioasq_28069295"", ""bioasq_28292834"", ""bioasq_25972175"", ""bioasq_28025282"", ""bioasq_26670182"", ""bioasq_23455608"", ""bioasq_28407038""]","[0.533314, 0.489307, 0.434106, 0.415064, 0.292728, 0.258592, 0.166789, 0.142661, 0.131765, 0.12164]",0.892211,1.0,0.833333
tfidf,bioasq_2191,"[""bioasq_22265405"", ""bioasq_22438832"", ""bioasq_26728715"", ""bioasq_15777722"", ""bioasq_28348222"", ""bioasq_23641065"", ""bioasq_20007090"", ""bioasq_12702877"", ""bioasq_12527940"", ""bioasq_29209056""]","[0.467998, 0.350407, 0.320203, 0.292879, 0.222064, 0.155807, 0.144598, 0.140666, 0.11233, 0.112152]",0.975788,1.0,1.0
tfidf,bioasq_461,"[""bioasq_18752142"", ""bioasq_9848024"", ""bioasq_9641694"", ""bioasq_9791861"", ""bioasq_9511785"", ""bioasq_10613047"", ""bioasq_10560244"", ""bioasq_10868746"", ""bioasq_10898405"", ""bioasq_15306731""]","[0.378661, 0.291571, 0.21634, 0.189658, 0.180326, 0.176204, 0.175896, 0.169209, 0.162167, 0.158492]",1.0,1.0,0.322581
tfidf,bioasq_3312,"[""bioasq_29072575"", ""bioasq_26840484"", ""bioasq_27932493"", ""bioasq_29674518"", ""bioasq_28155083"", ""bioasq_23618393"", ""bioasq_23651476"", ""bioasq_29478809"", ""bioasq_22028627"", ""bioasq_26351520""]","[0.511981, 0.428858, 0.414974, 0.36215, 0.3505, 0.294151, 0.273337, 0.271588, 0.264161, 0.263923]",1.0,1.0,0.909091
tfidf,bioasq_3990,"[""bioasq_33068633"", ""bioasq_33241206"", ""bioasq_32984947"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_32865304"", ""bioasq_7607795"", ""bioasq_12587941"", ""bioasq_22162947"", ""bioasq_30550956""]","[0.301928, 0.218554, 0.149529, 0.135086, 0.100799, 0.08019, 0.070007, 0.069905, 0.067289, 0.063596]",0.970929,1.0,1.0
